Fecha|Valor
2005-01-01 00:00:00|19.80749999999989
2005-02-01 00:00:00|19.948511904762
2005-03-01 00:00:00|19.19086021505384
2005-04-01 00:00:00|20.866954022988548
2005-05-01 00:00:00|20.62861111111106
2005-06-01 00:00:00|21.787666666666702
2005-07-01 00:00:00|21.635057471264314
2005-08-01 00:00:00|21.936944444444364
2005-09-01 00:00:00|21.531634182908547
2005-10-01 00:00:00|19.83737517831673
2005-11-01 00:00:00|19.142333333333358
2005-12-01 00:00:00|17.9506666666666
2006-01-01 00:00:00|19.211111111111133
2006-02-01 00:00:00|19.592283950617166
2006-03-01 00:00:00|20.142901234567915
2006-04-01 00:00:00|19.71666666666673
2006-05-01 00:00:00|20.795833333333274
2006-06-01 00:00:00|20.47530864197526
2006-07-01 00:00:00|20.815555555555587
2006-08-01 00:00:00|21.627777777777688
2006-09-01 00:00:00|22.30208333333337
2006-10-01 00:00:00|20.782526881720504
2006-11-01 00:00:00|18.749596122778676
2006-12-01 00:00:00|19.015834767641863
2007-01-01 00:00:00|21.654807692307767
2007-02-01 00:00:00|20.74567901234564
2007-03-01 00:00:00|20.299712643678053
2007-04-01 00:00:00|20.180555555555554
2007-05-01 00:00:00|19.933333333333454
2007-06-01 00:00:00|20.870833333333376
2007-07-01 00:00:00|21.119252873563184
2007-08-01 00:00:00|21.160555555555536
2007-09-01 00:00:00|22.240277777777763
2007-10-01 00:00:00|20.034876543210064
2007-11-01 00:00:00|18.88362068965518
2007-12-01 00:00:00|17.77150537634407
2008-01-01 00:00:00|18.830107526881775
2008-02-01 00:00:00|18.532142857142805
2008-03-01 00:00:00|19.050555555555636
2008-04-01 00:00:00|19.531547619047707
2008-05-01 00:00:00|19.46549391069012
2008-06-01 00:00:00|20.73690658499212
2008-07-01 00:00:00|20.810284167794318
2008-08-01 00:00:00|20.591172413793043
2008-09-01 00:00:00|21.078055555555597
2008-10-01 00:00:00|20.20026881720436
2008-11-01 00:00:00|18.607183908045936
2008-12-01 00:00:00|18.185752688172
2009-01-01 00:00:00|18.805913978494676
2009-02-01 00:00:00|19.305952380952228
2009-03-01 00:00:00|20.108333333333412
2009-04-01 00:00:00|20.560000000000098
2009-05-01 00:00:00|21.413978494623635
2009-06-01 00:00:00|21.610555555555553
2009-07-01 00:00:00|22.479838709677473
2009-08-01 00:00:00|22.14316644113667
2009-09-01 00:00:00|22.606499261447645
2009-10-01 00:00:00|21.798387096774285
2009-11-01 00:00:00|20.64655172413803
2009-12-01 00:00:00|20.127419354838647
2010-01-01 00:00:00|21.875833333333265
2010-02-01 00:00:00|21.349999999999905
2010-03-01 00:00:00|21.93250000000005
2010-04-01 00:00:00|20.68247126436786
2010-05-01 00:00:00|20.709523809523922
2010-06-01 00:00:00|20.918333333333305
2010-07-01 00:00:00|20.523118279569957
2010-08-01 00:00:00|21.53145161290335
2010-09-01 00:00:00|21.036666666666683
2010-10-01 00:00:00|20.570967741935483
2010-11-01 00:00:00|18.052777777777756
2010-12-01 00:00:00|17.78333333333329
2011-01-01 00:00:00|19.339247311827982
2011-02-01 00:00:00|18.700000000000003
2011-03-01 00:00:00|19.013440860214995
2011-04-01 00:00:00|18.88555555555546
2011-05-01 00:00:00|20.81494252873564
2011-06-01 00:00:00|20.554722222222214
2011-07-01 00:00:00|20.669354838709715
2011-08-01 00:00:00|21.12083333333348
2011-09-01 00:00:00|20.033928571428525
2011-12-01 00:00:00|17.79583333333313
2012-01-01 00:00:00|17.623809523809566
2012-02-01 00:00:00|17.622988505747138
2012-03-01 00:00:00|18.968333333333163
2012-07-01 00:00:00|22.5340689655172
2012-08-01 00:00:00|22.742473118279644
2012-09-01 00:00:00|23.025287356321865
2012-10-01 00:00:00|21.055107526881724
2012-12-01 00:00:00|19.615724137930968
2013-01-01 00:00:00|21.33333333333327
2013-02-01 00:00:00|19.815476190476094
2013-03-01 00:00:00|21.24919354838704
2013-04-01 00:00:00|21.245689655172328
2013-05-01 00:00:00|20.41527777777795
2013-06-01 00:00:00|22.22472222222236
2013-07-01 00:00:00|21.594354838709677
2013-08-01 00:00:00|21.820698924731186
2013-09-01 00:00:00|22.859722222222302
2013-10-01 00:00:00|21.193333333333534
2013-11-01 00:00:00|19.35803571428573
2013-12-01 00:00:00|20.35059523809521
2014-01-01 00:00:00|20.80645161290313
2014-02-01 00:00:00|20.264743589743645
2014-03-01 00:00:00|20.19811827956984
2014-04-01 00:00:00|22.522988505747133
2014-05-01 00:00:00|20.879999999999942
2014-06-01 00:00:00|21.79416666666671
2014-07-01 00:00:00|22.19032258064513
2014-08-01 00:00:00|21.876111111111054
2014-09-01 00:00:00|22.150287356321797
2014-10-01 00:00:00|21.488055555555665
2014-11-01 00:00:00|20.11416666666661
2014-12-01 00:00:00|20.2888888888889
2015-01-01 00:00:00|21.21317204301076
2015-02-01 00:00:00|21.361419753086444
2015-03-01 00:00:00|20.41612903225814
2015-04-01 00:00:00|21.898563218390855
2015-05-01 00:00:00|21.995698924731116
2015-06-01 00:00:00|22.284999999999986
2015-07-01 00:00:00|22.954838709677432
2015-08-01 00:00:00|23.2478494623656
2015-09-01 00:00:00|24.206944444444545
2015-10-01 00:00:00|23.125000000000078
2015-11-01 00:00:00|21.354999999999873
2015-12-01 00:00:00|23.5802777777777
2016-01-01 00:00:00|22.135000000000005
2016-02-01 00:00:00|22.423563218390807
2016-03-01 00:00:00|21.61935483870965
2016-04-01 00:00:00|21.70916666666666
2016-05-01 00:00:00|22.878763440860336
2016-06-01 00:00:00|22.04367816091951
2016-07-01 00:00:00|22.45672043010752
2016-08-01 00:00:00|23.157795698924875
2016-09-01 00:00:00|22.803869047619056
2016-10-01 00:00:00|21.841666666666775
2016-11-01 00:00:00|20.635344827586152
2016-12-01 00:00:00|20.022777777777687
2017-01-01 00:00:00|20.198611111111127
2017-02-01 00:00:00|20.404464285714287
2017-03-01 00:00:00|19.795430107526954
2017-04-01 00:00:00|21.858055555555612
2017-05-01 00:00:00|20.70456989247312
2017-06-01 00:00:00|21.27638888888886
2018-01-01 00:00:00|20.369757489300824
2018-02-01 00:00:00|20.510119047619053
2018-03-01 00:00:00|21.664247311828042
2018-04-01 00:00:00|20.82916666666656
2018-05-01 00:00:00|20.77419354838699
2018-06-01 00:00:00|22.40138888888902
2018-07-01 00:00:00|22.553930530164532
